code,height,bare_rock,algae_cover,sessile_invert_cover,epibiont,basibiont,count
Carmel Point 1-1-5,High,0.375,0.125,0.25,Tar Spot,Chthamalus,3
Carmel Point 1-1-5,High,0.375,0.125,0.25,Chthamalus,Chthamalus,2
Carmel Point 1-1-5,High,0.375,0.125,0.25,Crepidula norrisiarum,Black Tegula,2
Carmel Point 1-1-5,High,0.375,0.125,0.25,Hooked Slippersnail,Crepidula norrisiarum,1
Carmel Point 1-2-1,Medium,0.5,0.4375,0.0625,NA,NA,0
Carmel Point 1-2-2,Medium,0.375,0.4375,0.125,NA,NA,0
Carmel Point 1-2-3,Medium,0.8125,0,0.125,NA,NA,0
Carmel Point 1-2-4,Medium,0.625,0.1875,0.125,NA,NA,0
Carmel Point 1-2-5,Medium,0.5625,0.4375,0,NA,NA,0
Carmel Point 1-3-1,Low,0.375,0.3125,0.125,NA,NA,0
Carmel Point 1-3-2,Low,0.375,0.375,0.125,NA,NA,0
Carmel Point 1-3-3,Low,0.0625,0.8125,0,NA,NA,0
Carmel Point 1-3-4,Low,0.5625,0.25,0.125,NA,NA,0
Carmel Point 1-3-5,Low,0.625,0.375,0,NA,NA,0
